Accident_Index,longitude,latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Date
58032,72.83108933,19.20190497,11,3,1,1,2,15:34,160,E06000047,6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01020593,43404.00
58033,72.84514606,19.12735414,11,3,2,1,6,14:25,160,E06000047,2,1,7,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01020612,43394.00
58034,72.89917556,19.05776181,11,3,2,2,3,13:15,160,E06000047,3,167,1,50,1,4,4,6313,0,0,1,1,1,0,0,2,2,E01020598,43398.00
58035,72.87391953,19.08258651,11,3,4,3,6,18:50,160,E06000047,3,167,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01020612,43415.00
58036,72.84668388,19.13532397,11,3,2,3,5,13:15,160,E06000047,5,91,6,40,3,4,6,0,0,0,1,2,2,0,0,2,1,E01020604,43407.00
58037,72.85674157,19.08188064,11,3,2,2,6,10:56,160,E06000047,4,6290,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01020612,43415.00
58038,72.91186419,19.20868075,11,3,1,1,7,18:35,160,E06000047,6,0,6,30,3,4,6,0,0,0,4,8,2,0,0,1,1,E01020595,43416.00
58039,72.8454131,19.11755253,11,3,1,1,2,19:15,160,E06000047,2,1,3,70,0,-1,-1,0,0,0,6,1,2,4,0,2,1,E01020608,43418.00
58040,72.85325502,19.13634847,11,3,2,1,6,10:25,160,E06000047,5,9008,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020591,43422.00
58041,72.86984881,19.12559099,11,3,2,1,6,14:00,160,E06000047,4,6313,6,30,0,-1,-1,0,0,0,1,1,4,0,0,2,1,E01020597,43422.00
58042,72.90948419,19.18313103,11,3,2,1,2,12:40,160,E06000047,5,8008,6,30,3,4,6,0,0,0,1,1,2,0,0,2,1,E01020608,43425.00
58043,72.88768555,19.18796372,11,3,2,2,6,21:25,160,E06000047,3,693,6,60,3,4,5,4,0,0,4,1,2,0,0,2,1,E01020617,43422.00
58044,72.92940853,19.10184569,11,3,2,2,3,21:00,160,E06000047,4,6313,6,30,3,4,6,0,0,0,4,1,1,0,0,2,1,E01020601,43433.00
58045,72.84699095,19.1932316,11,1,1,1,7,20:30,160,E06000047,5,5,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01020617,43444.00
58046,72.9039619,19.10843021,11,3,1,1,6,18:05,160,E06000047,6,0,1,30,2,4,6,0,0,0,4,2,2,0,0,1,2,E01020593,43429.00
58047,72.87171859,19.14397502,11,3,2,2,7,09:36,160,E06000047,3,1052,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01020590,43430.00
58048,72.87794596,19.11809676,11,3,2,1,1,03:30,160,E06000047,3,167,1,60,1,4,2,1,0,0,4,1,1,0,0,2,1,E01020612,43431.00
58049,72.84333354,19.16474443,11,3,3,1,5,23:00,160,E06000047,2,1,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,2,E01020611,43379.00
58050,72.89445224,19.17946891,11,3,2,2,4,17:55,160,E06000047,5,91,6,30,3,4,6,0,0,1,1,1,1,0,0,1,2,E01020594,43399.00
58051,72.8592173,19.15230523,11,3,2,1,6,13:26,160,E06000047,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01020592,43436.00
58052,72.85929541,19.17347061,11,3,3,3,7,16:15,160,E06000047,3,183,6,60,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01020591,43444.00
58053,72.93381525,19.17157374,11,2,3,2,3,15:55,160,E06000047,2,1,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01020611,43461.00
58054,72.86957381,19.14691059,11,2,2,2,3,12:35,160,E06000047,3,693,6,60,3,4,6,0,0,8,1,1,2,0,0,2,1,E01020617,43454.00
58055,72.85749481,19.19564323,11,3,2,1,3,21:00,160,E06000047,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01020607,43454.00
58056,72.84460206,19.13513106,11,3,2,2,2,11:05,160,E06000047,6,0,6,30,3,4,6,0,0,4,1,1,2,0,0,1,1,E01020592,43453.00
58057,72.89504354,19.14803053,11,3,2,2,7,12:15,160,E06000047,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01020592,43451.00
58058,72.88291999,19.13287304,11,3,2,1,3,22:30,160,E06000047,5,91,1,30,1,4,6,0,0,0,4,1,2,0,0,1,1,E01020605,43454.00
58059,72.91363098,19.20669939,11,3,2,3,3,08:06,160,E06000047,5,184,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01020598,43461.00
58060,72.91895245,19.06240887,11,3,3,1,7,14:00,160,E06000047,5,183,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01020596,43451.00
58061,72.88580649,19.20407338,11,3,2,2,5,07:55,160,E06000047,5,94,6,40,8,4,-1,-1,0,0,7,1,2,0,0,2,1,E01020618,43456.00
58062,72.87021507,19.19757672,11,3,2,1,6,18:40,160,E06000047,3,693,1,30,1,4,3,167,0,0,4,1,2,0,0,1,1,E01020612,43457.00
58063,72.87521476,19.20500251,11,3,3,2,1,13:56,162,E06000047,3,693,6,30,3,4,5,11,0,8,1,4,2,0,0,2,1,E01020624,43102.00
58064,72.91479397,19.08527931,11,3,3,1,5,09:15,162,E06000047,6,0,6,30,0,-1,-1,0,0,0,1,1,4,0,0,2,1,E01020649,43113.00
58065,72.91706594,19.1014804,11,3,2,1,5,21:28,162,E06000047,3,693,6,60,3,4,5,128,0,0,4,4,2,0,0,2,1,E01020663,43120.00
58066,72.87627173,19.18357661,11,3,1,1,4,01:00,162,E06000047,6,0,6,30,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01020634,43119.00
58067,72.86518279,19.13863217,11,3,1,1,3,10:13,162,E06000047,6,0,6,30,3,4,6,0,0,0,1,3,3,0,0,1,1,E01020624,43118.00
58068,72.91653237,19.15661581,11,3,1,2,1,03:00,162,E06000047,3,6076,6,60,0,-1,-1,0,0,0,6,1,2,0,7,2,1,E01020663,43130.00
58069,72.84046586,19.10878894,11,3,1,1,3,08:40,162,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01020673,43132.00
58070,72.93599488,19.06371959,11,3,2,2,7,07:30,162,E06000047,3,693,6,60,3,4,5,128,0,0,1,1,1,0,0,2,1,E01020663,43136.00
58071,72.83223546,19.06036913,11,3,2,1,3,20:50,162,E06000047,3,6076,1,30,1,4,4,6173,0,0,4,1,2,0,0,1,1,E01020662,43139.00
58072,72.88108737,19.09532704,11,3,2,1,7,14:27,162,E06000047,6,0,6,30,3,4,4,6168,0,0,1,1,1,0,0,1,2,E01020626,43122.00
58073,72.85222679,19.05874283,11,2,2,1,1,15:50,162,E06000047,4,6168,6,30,3,4,4,6311,0,0,1,2,2,0,0,1,1,E01020677,43144.00
58074,72.84815684,19.19901376,11,2,2,2,7,18:15,162,E06000047,5,128,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01020663,43157.00
58075,72.91530883,19.07981511,11,3,2,1,2,19:45,162,E06000047,3,6076,6,30,3,4,6,0,0,8,4,1,2,0,0,1,2,E01020663,43159.00
58076,72.90705245,19.08861979,11,3,1,1,1,22:30,162,E06000047,5,126,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01020638,43165.00
58077,72.8760601,19.1544357,11,3,1,1,1,02:17,162,E06000047,3,692,6,30,0,-1,-1,0,0,8,4,1,1,0,0,1,1,E01020654,43151.00
58078,72.92321167,19.19769102,11,3,2,1,6,16:55,162,E06000047,4,6313,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020649,43163.00
58079,72.83213862,19.09333199,11,3,1,1,7,12:35,162,E06000047,5,10,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01020633,43164.00
58080,72.84301246,19.14036131,11,3,1,2,1,10:34,162,E06000047,4,6173,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01020661,43165.00
58081,72.85265724,19.15581139,11,3,2,2,3,21:50,162,E06000047,3,692,6,60,3,4,6,0,0,0,4,1,1,0,0,2,1,E01020654,43181.00
58082,72.84830057,19.18274734,11,3,2,1,3,11:13,162,E06000047,3,693,1,30,1,4,4,6532,0,0,1,1,1,0,0,1,1,E01020673,43181.00
58083,72.8949076,19.08080585,11,1,1,1,2,06:43,162,E06000047,3,693,6,60,0,-1,-1,0,0,0,1,7,2,0,0,2,1,E01020624,43180.00
58084,72.85260551,19.06683417,11,3,3,1,1,01:35,162,E06000047,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01020648,43200.00
58085,72.86435116,19.15069379,11,3,1,2,5,09:44,162,E06000047,4,6168,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01020625,43204.00
58086,72.88541522,19.12040923,11,3,1,3,7,01:20,162,E06000047,3,693,6,60,0,-1,-1,0,0,0,4,6,3,0,0,2,1,E01020625,43206.00
58087,72.89855451,19.2034018,11,2,1,1,3,18:30,162,E06000047,4,6532,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1,E01020673,43209.00
58088,72.86866432,19.14778316,11,1,1,2,5,16:25,162,E06000047,3,693,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020624,43211.00
58089,72.8435937,19.18408835,11,3,2,2,5,17:00,162,E06000047,3,693,3,30,1,4,4,6532,0,0,1,1,1,0,0,1,2,E01020675,43211.00
58090,72.92914988,19.09104987,11,3,2,2,7,14:50,162,E06000047,3,693,1,30,1,4,4,6532,0,0,1,1,1,0,0,1,2,E01020673,43213.00
58091,72.86093285,19.0718329,11,3,2,2,5,17:25,162,E06000047,4,6532,6,40,1,4,3,693,0,0,1,1,1,0,0,1,2,E01020673,43232.00
58092,72.86145315,19.06573898,11,3,2,1,6,20:47,162,E06000047,4,6532,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020649,43240.00
58093,72.92402776,19.17287021,11,2,2,3,7,17:20,162,E06000047,3,692,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020653,43241.00
58094,72.85261115,19.18823321,11,3,2,3,6,16:46,162,E06000047,5,11,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020624,43247.00
58095,72.90088046,19.1013819,11,3,2,1,7,15:27,162,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020663,43248.00
58096,72.84554036,19.1796584,11,2,1,1,2,19:25,162,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020670,43257.00
58097,72.85766784,19.14985029,11,3,2,1,6,16:39,162,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020677,43254.00
58098,72.91686604,19.13834119,11,3,1,1,4,14:45,162,E06000047,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01020649,43231.00
58099,72.90679681,19.14789499,11,3,2,3,1,10:15,162,E06000047,3,6076,2,30,6,4,6,0,0,0,1,2,2,0,0,1,2,E01020661,43263.00
58100,72.87687648,19.20975675,11,3,2,1,4,20:51,162,E06000047,5,126,6,30,3,4,4,6168,0,0,1,1,1,0,0,1,1,E01020638,43252.00
58101,72.92078531,19.07971092,11,2,1,4,7,01:44,162,E06000047,4,6309,6,30,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01020656,43276.00
58102,72.8994185,19.19854578,11,3,2,1,1,18:30,162,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01020647,43277.00
58103,72.93195455,19.09299115,11,3,1,1,2,20:00,162,E06000047,3,693,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01020673,43271.00
58104,72.85071036,19.13463992,11,3,2,2,7,14:50,162,E06000047,3,6076,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,2,E01020661,43276.00
58105,72.92258984,19.16046778,11,2,1,1,3,15:10,162,E06000047,4,6173,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01020678,43286.00
58106,72.85990382,19.11976383,11,3,1,1,5,10:44,162,E06000047,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01020672,43295.00
58107,72.87297823,19.19944888,11,3,1,1,3,18:55,162,E06000047,5,11,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01020670,43300.00
58108,72.90432986,19.18219577,11,1,2,4,4,22:05,162,E06000047,3,693,6,60,3,4,5,11,0,0,4,1,1,0,0,2,1,E01020625,43308.00
58109,72.90952805,19.20017765,11,3,2,2,6,19:55,162,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01020624,43282.00
58110,72.92237003,19.17242154,11,3,1,1,1,23:25,162,E06000047,5,126,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01020638,43305.00
58111,72.89837311,19.15692128,11,2,3,4,6,17:36,162,E06000047,4,6173,6,40,0,-1,-1,0,0,0,1,2,2,6,0,2,1,E01020676,43310.00
58112,72.88837818,19.06618012,11,2,1,1,7,02:40,162,E06000047,6,0,6,30,3,4,4,6532,0,0,4,2,2,0,0,1,1,E01020673,43311.00
58113,72.82746839,19.18330364,11,2,1,1,6,10:29,162,E06000047,3,693,6,60,0,-1,-1,0,0,8,1,2,2,0,0,1,1,E01020674,43324.00
58114,72.85360576,19.06175238,11,3,3,2,1,11:17,162,E06000047,4,6168,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020638,43333.00
58115,72.88637612,19.10742317,11,3,2,1,2,18:30,162,E06000047,4,6532,1,30,1,4,3,693,0,0,1,1,1,0,0,1,1,E01020675,43348.00
58116,72.88549273,19.14120876,11,3,1,1,7,01:00,162,E06000047,3,693,6,60,0,-1,-1,0,0,0,4,2,2,0,7,2,1,E01020663,43353.00
58117,72.86297647,19.19016385,11,3,1,1,7,11:53,162,E06000047,6,0,6,30,1,4,3,693,0,8,1,1,1,0,0,1,1,E01020661,43360.00
58118,72.91454679,19.10811175,11,3,2,1,2,12:45,162,E06000047,3,693,1,40,1,4,4,6532,0,0,1,1,1,0,0,1,2,E01020673,43292.00
58119,72.86491282,19.14515101,11,3,1,1,5,19:30,162,E06000047,3,6076,6,30,3,4,6,0,0,8,4,1,1,0,0,1,1,E01020663,43365.00
58120,72.93554934,19.18687308,11,3,1,1,5,18:44,162,E06000047,5,126,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020638,43365.00
58121,72.84086178,19.10761049,11,3,2,1,6,16:00,162,E06000047,3,6076,7,30,5,4,4,6173,0,0,1,1,1,0,0,1,2,E01020661,43366.00
58122,72.84297791,19.20559641,11,3,2,1,6,16:00,162,E06000047,3,693,6,60,3,4,3,692,0,0,1,1,1,0,0,2,1,E01020669,43366.00
58123,72.83381711,19.11633596,11,2,1,1,6,17:46,162,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020626,43366.00
58124,72.84316625,19.13580856,11,3,1,1,2,17:05,162,E06000047,3,6076,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020662,43369.00
58125,72.92463044,19.08056537,11,3,1,2,4,17:15,162,E06000047,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,6,1,1,E01020675,43371.00
58126,72.90214677,19.20281271,11,2,2,3,6,19:05,162,E06000047,4,6173,6,40,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01020676,43373.00
58127,72.89664846,19.16873838,11,3,1,1,7,14:16,162,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020677,43374.00
58128,72.86366437,19.19804772,11,2,1,1,7,12:33,162,E06000047,5,11,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01020625,43388.00
58129,72.92991992,19.09310513,11,3,2,1,3,18:56,162,E06000047,3,6076,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01020663,43398.00
58130,72.93500503,19.10512447,11,3,2,1,4,09:40,162,E06000047,3,693,6,30,3,4,6,0,0,5,1,7,2,0,0,1,2,E01020674,43385.00
58131,72.89294139,19.13862507,11,3,1,1,6,14:00,162,E06000047,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01020670,43401.00
58132,72.92179138,19.14435501,11,3,2,2,5,18:38,162,E06000047,6,0,6,30,1,4,3,693,0,0,4,1,1,0,0,1,1,E01020661,43414.00
58133,72.87137643,19.06019251,11,3,2,1,4,17:00,162,E06000047,6,0,6,30,1,4,3,693,0,0,4,1,1,0,0,1,2,E01020661,43413.00
58134,72.86276995,19.13649471,11,3,2,1,2,11:15,162,E06000047,4,6173,6,30,1,4,3,6076,0,0,1,1,2,0,0,1,1,E01020661,43425.00
58135,72.89232532,19.12437279,11,3,2,1,6,16:45,162,E06000047,3,692,6,60,3,3,3,693,0,0,4,1,2,4,0,2,2,E01020669,43422.00
58136,72.93274295,19.14540622,11,3,1,2,1,15:40,162,E06000047,3,6076,6,60,0,-1,-1,0,0,0,6,2,5,0,0,2,1,E01020663,43431.00
58137,72.89079922,19.09211901,11,3,1,1,1,14:00,162,E06000047,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,E01020648,43438.00
58138,72.83931967,19.1640653,11,3,2,1,1,10:15,162,E06000047,3,6076,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01020662,43438.00
58139,72.83720683,19.0657085,11,2,2,3,5,21:06,162,E06000047,4,6311,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01020654,43442.00
58140,72.83969778,19.18955658,11,2,1,1,7,01:00,162,E06000047,3,693,6,60,0,-1,-1,0,0,0,4,1,1,0,0,2,2,E01020669,43458.00
58141,72.93182795,19.08558486,11,2,1,1,7,12:30,162,E06000047,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,2,E01020674,43451.00
58142,72.87176593,19.1283606,11,2,2,1,6,14:40,162,E06000047,4,6313,6,30,6,4,4,6532,0,0,1,1,2,0,0,2,1,E01020649,43457.00
58143,72.84253951,19.12002589,11,3,3,1,2,10:44,162,E06000047,3,692,6,30,3,4,4,6310,0,0,1,1,2,0,0,2,1,E01020635,43453.00
58144,72.90155299,19.19273403,11,3,2,1,2,16:55,162,E06000047,6,0,6,30,3,4,3,693,0,0,4,1,1,0,0,1,2,E01020662,43453.00
58145,72.93396141,19.17336317,11,3,2,3,7,23:20,162,E06000047,3,693,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01020674,43451.00
58146,72.88853041,19.17597422,11,3,2,1,7,11:00,162,E06000047,4,6168,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01020638,43451.00
58147,72.85533509,19.0697503,11,3,1,1,2,07:58,162,E06000047,6,0,6,60,0,-1,-1,0,0,0,1,1,4,0,0,2,1,E01020677,43453.00
58148,72.93599477,19.15403827,11,3,2,1,7,10:40,162,E06000047,3,692,6,60,1,4,3,691,0,0,1,4,2,0,0,2,1,E01020668,43101.00
58149,72.85609824,19.20721025,11,3,2,3,2,17:07,162,E06000047,4,6309,3,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020656,43103.00
58150,72.88858725,19.18609079,11,3,1,2,6,23:15,162,E06000047,3,694,6,60,0,-1,-1,0,0,0,4,5,2,0,0,2,1,E01020628,43107.00
58151,72.82999108,19.12705405,11,3,1,1,6,07:23,162,E06000047,4,6296,6,60,0,-1,-1,0,0,0,6,4,2,0,7,2,1,E01020646,43107.00
58152,72.8729976,19.12707397,11,3,2,1,2,15:30,162,E06000047,3,691,6,60,3,4,6,0,0,0,1,1,2,0,0,2,1,E01020669,43110.00
58153,72.84882106,19.07067506,11,3,1,1,2,10:15,162,E06000047,3,6076,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01020663,43117.00
58154,72.82757861,19.15120879,11,3,1,3,2,12:35,162,E06000047,5,16,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01020664,43117.00
58155,72.82936133,19.17795534,11,3,1,1,3,19:05,162,E06000047,3,693,1,30,1,4,3,6076,0,1,4,4,4,0,0,1,1,E01020661,43118.00
58156,72.84732809,19.11987102,11,3,2,1,7,07:52,162,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,4,0,0,1,1,E01020648,43122.00
58157,72.88046391,19.05577875,11,3,1,1,6,16:00,162,E06000047,5,62,6,60,0,-1,-1,0,0,0,1,1,2,7,0,2,1,E01020660,43121.00
58158,72.86774176,19.179739,11,3,2,1,6,07:40,162,E06000047,4,6322,6,30,3,4,5,148,0,0,1,1,2,0,0,1,2,E01020632,43128.00
58159,72.93205199,19.1604228,11,3,1,1,7,00:15,162,E06000047,4,6310,6,30,0,-1,-1,0,0,8,4,1,1,0,0,2,1,E01020634,43129.00
58160,72.88349792,19.1390426,11,3,2,1,5,06:55,162,E06000047,5,8016,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020651,43134.00
58161,72.8362228,19.06283143,11,3,2,1,3,10:35,162,E06000047,3,691,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020664,43132.00
58162,72.92745801,19.12168468,11,3,1,1,3,14:00,162,E06000047,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01020630,43139.00
58163,72.88939125,19.19912824,11,3,1,1,5,00:43,162,E06000047,3,692,6,30,3,4,4,6310,0,0,4,1,2,0,0,2,1,E01020635,43134.00
58164,72.88915922,19.09427689,11,3,2,1,5,15:30,162,E06000047,5,131,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020627,43120.00
58165,72.8286763,19.11855782,11,3,2,1,4,05:50,162,E06000047,4,6308,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01020657,43133.00
58166,72.92349576,19.06781712,11,3,2,2,6,12:55,162,E06000047,3,692,6,60,1,4,5,8010,0,0,1,1,1,0,0,2,1,E01020644,43149.00
58167,72.93473865,19.0641877,11,3,2,1,2,16:00,162,E06000047,3,691,6,60,3,3,5,8058,0,0,1,1,1,0,0,2,1,E01020664,43138.00
58168,72.90144799,19.19494014,11,3,2,1,1,18:21,162,E06000047,5,8010,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01020640,43158.00
58169,72.91845982,19.09499234,11,2,1,1,7,17:48,162,E06000047,5,62,6,30,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01020658,43157.00
58170,72.84938854,19.12917374,11,3,2,1,6,15:16,162,E06000047,3,691,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01020633,43156.00
58171,72.90833776,19.12600952,11,3,2,1,4,07:14,162,E06000047,5,62,6,30,3,4,6,0,0,0,1,3,3,0,0,2,1,E01020659,43161.00
58172,72.92462839,19.18200747,11,2,2,1,4,12:00,162,E06000047,4,6301,6,60,8,4,6,0,0,0,1,1,1,0,0,2,1,E01020664,43168.00
58173,72.85229469,19.12740101,11,3,1,1,2,06:50,162,E06000047,5,8038,6,30,0,-1,-1,0,0,0,1,1,2,0,7,2,1,E01020664,43173.00
58174,72.84408334,19.09298558,11,3,2,2,5,07:57,162,E06000047,3,694,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01020628,43169.00
58175,72.87649298,19.07282021,11,3,2,1,7,22:00,162,E06000047,4,6309,6,40,6,4,4,6310,0,0,6,1,1,0,0,2,1,E01020657,43171.00
58176,72.92270856,19.14815898,11,3,1,1,4,15:40,162,E06000047,3,694,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020655,43175.00
58177,72.86779352,19.11572852,11,3,1,1,6,23:18,162,E06000047,4,6308,6,60,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01020657,43170.00
58178,72.92399092,19.1429093,11,2,2,1,3,12:35,162,E06000047,3,691,6,30,3,4,4,6322,0,0,1,1,1,0,0,1,1,E01020632,43174.00
58179,72.85886779,19.12618996,11,2,3,1,7,19:00,162,E06000047,3,691,6,30,3,4,4,6296,0,0,4,2,2,0,0,2,1,E01020664,43157.00
58180,72.86577125,19.07185969,11,3,3,3,2,18:45,162,E06000047,3,692,6,40,3,4,6,0,0,0,4,1,1,0,0,2,1,E01020654,43180.00
58181,72.85020832,19.15549286,11,3,1,1,4,09:25,162,E06000047,4,6310,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020628,43175.00
58182,72.85239924,19.08443309,11,3,2,1,2,15:31,162,E06000047,5,131,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01020627,43187.00
58183,72.87475758,19.17112995,11,3,1,1,3,15:12,162,E06000047,4,6309,6,30,3,4,6,0,0,0,1,7,1,0,0,1,1,E01020668,43188.00
58184,72.8934265,19.1948032,11,3,2,2,3,08:56,162,E06000047,3,691,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01020665,43195.00
58185,72.91056379,19.1074416,11,3,2,1,6,12:13,162,E06000047,3,68,6,60,3,4,5,131,0,0,1,1,1,0,0,2,1,E01020637,43198.00
58186,72.83326962,19.21044838,11,3,1,1,7,14:48,162,E06000047,4,6308,6,30,3,2,4,6322,0,0,1,1,1,0,0,1,1,E01020643,43199.00
58187,72.8491246,19.14971905,11,2,1,1,5,16:57,162,E06000047,5,8016,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01020651,43204.00
58188,72.89801357,19.10987161,11,2,2,3,5,08:34,162,E06000047,3,692,6,60,3,4,4,6168,0,0,1,1,1,0,0,2,1,E01020654,43204.00
58189,72.90102645,19.19783146,11,3,2,1,6,21:38,162,E06000047,5,8016,6,30,3,4,6,0,0,0,4,5,5,0,0,2,1,E01020640,43205.00
58190,72.82927488,19.13909914,11,3,2,1,3,10:00,162,E06000047,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01020643,43202.00
58191,72.8654195,19.14862544,11,3,2,1,6,16:02,162,E06000047,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01020668,43212.00
58192,72.840897,19.17519332,11,3,2,2,4,17:50,162,E06000047,3,693,6,60,3,4,3,692,0,0,1,1,1,0,0,2,1,E01020669,43217.00
58193,72.92446844,19.13575637,11,3,2,1,3,11:54,162,E06000047,6,0,6,30,8,4,6,0,0,0,1,2,2,0,0,1,1,E01020669,43223.00
58194,72.90644873,19.13419449,11,3,2,2,4,22:35,162,E06000047,3,694,6,60,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01020656,43224.00
58195,72.9260281,19.1385769,11,3,2,1,5,17:45,162,E06000047,4,6310,6,30,3,4,3,692,0,0,1,1,1,0,0,2,2,E01020635,43225.00
58196,72.89191047,19.13192,11,3,2,1,7,02:25,162,E06000047,5,8016,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01020652,43234.00
58197,72.88682191,19.14812624,11,3,2,1,2,09:00,162,E06000047,4,6168,6,60,8,4,6,0,0,0,1,1,2,0,0,1,2,E01020625,43236.00
58198,72.8821021,19.08227452,11,3,2,1,5,06:55,162,E06000047,4,6302,6,40,3,4,6,0,0,0,1,8,2,0,0,2,1,E01020646,43239.00
58199,72.9201912,19.10095468,11,1,2,5,1,18:52,162,E06000047,3,692,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020644,43242.00
